quiz_id,category,title,level,num_questions,duration_seconds,question_order,question_text,options_json,correct_answer,created_at
50793,Technology & Computing,C++ basics,medium,5,360,2,"When an engineering college student in Chennai uses C++ to print their semester GPA result to the standard output device, which standard stream object is primarily used?","[""cin"", ""cerr"", ""cout"", ""clog""]",cout,2026-01-02T14:20:31.358084+00:00
50793,Technology & Computing,C++ basics,medium,5,360,3,"If a developer is creating a dynamic array in C++ to store the registration numbers of all vehicles passing through a toll plaza on the Delhi-Mumbai Expressway, which keyword is used for run-time memory allocation?","[""malloc"", ""alloc"", ""new"", ""create""]",new,2026-01-02T14:20:31.358084+00:00
50793,Technology & Computing,C++ basics,medium,5,360,4,"In C++, if a `struct` named `AadharRecord` is defined to hold citizen details, what is the default accessibility level for members (variables and functions) inside this `struct`?","[""protected"", ""private"", ""inherited"", ""public""]",public,2026-01-02T14:20:31.358084+00:00
50793,Technology & Computing,C++ basics,medium,5,360,5,"C++ allows multiple functions with the same name, provided they have different parameter lists (like calculating tax based on residential or commercial tariffs). What is this feature called?","[""Function Delegation"", ""Function Overriding"", ""Function Templating"", ""Function Overloading""]",Function Overloading,2026-01-02T14:20:31.358084+00:00
87295,Academic & Education,C++,easy,10,600,1,"If a student wants to print the message ""Happy Diwali"" on the screen in a C++ program, which output object should they use?","[""cin"", ""printf"", ""cout"", ""get""]",cout,2026-01-02T14:45:50.846050+00:00
87295,Academic & Education,C++,easy,10,600,2,The execution of a standard C++ program always begins from which function?,"[""start()"", ""run()"", ""initialize()"", ""main()""]",main(),2026-01-02T14:45:50.846050+00:00
87295,Academic & Education,C++,easy,10,600,3,"To store the score achieved by the Indian Cricket team (e.g., 350 runs), which basic C++ data type is most appropriate?","[""bool"", ""char"", ""int"", ""float""]",int,2026-01-02T14:45:50.846050+00:00
87295,Academic & Education,C++,easy,10,600,4,Which of the following symbols is used to indicate a single-line comment in C++?,"[""/*"", ""##"", ""//"", ""$$""]",//,2026-01-02T14:45:50.846050+00:00
87295,Academic & Education,C++,easy,10,600,5,"When writing a program to accept a user's roll number from the keyboard, which standard input object should be utilized?","[""cout"", ""cin"", ""printf"", ""getch""]",cin,2026-01-02T14:45:50.846050+00:00
87295,Academic & Education,C++,easy,10,600,6,"In C++, every executable statement must be terminated by which specific symbol?","[""#"", ""."", "";"", "":""]",;,2026-01-02T14:45:50.846050+00:00
87295,Academic & Education,C++,easy,10,600,7,Which mandatory header file must be included in a C++ program to use `cin` and `cout`?,"[""<stdio.h>"", ""<conio.h>"", ""<stdlib.h>"", ""<iostream>""]",<iostream>,2026-01-02T14:45:50.846050+00:00
87295,Academic & Education,C++,easy,10,600,8,What is the primary purpose of the `std` prefix when writing `std::cout`?,"[""Standard Variable"", ""Standard Type"", ""Standard Namespace"", ""Standard Function""]",Standard Namespace,2026-01-02T14:45:50.846050+00:00
87295,Academic & Education,C++,easy,10,600,9,Which of the following variable names is considered invalid in C++ syntax?,"[""_score_1"", ""totalRuns"", ""1st_innings"", ""playerAge""]",1st_innings,2026-01-02T14:45:50.846050+00:00
87295,Academic & Education,C++,easy,10,600,10,What is the typical size (in bytes) allocated for the `char` data type in C++ systems?,"[""1 byte"", ""2 bytes"", ""4 bytes"", ""8 bytes""]",1 byte,2026-01-02T14:45:50.846050+00:00
53311,Technology & Computing,c++,easy,10,600,1,"If Priya, a student in Chennai, is writing a C++ program, which function must she define first as the starting point of execution?","[""start()"", ""main()"", ""begin()"", ""initialize()""]",main(),2026-01-05T14:17:00.705874+00:00
53311,Technology & Computing,c++,easy,10,600,2,Ravi is creating a program to display the message 'Happy Diwali' on the console. Which standard stream object should he use for this output operation in C++?,"[""cin"", ""cerr"", ""cout"", ""cget""]",cout,2026-01-05T14:17:00.705874+00:00
53311,Technology & Computing,c++,easy,10,600,3,Which header file must be included at the beginning of a basic C++ program to use input and output operations like `cin` and `cout`?,"[""<stdlib>"", ""<math.h>"", ""<iostream>"", ""<stdio.h>""]",<iostream>,2026-01-05T14:17:00.705874+00:00
53311,Technology & Computing,c++,easy,10,600,4,"To store the GST percentage (which might have decimal points, e.g., 18.5%) in C++, which data type is most appropriate?","[""char"", ""int"", ""float"", ""void""]",float,2026-01-05T14:17:00.705874+00:00
53311,Technology & Computing,c++,easy,10,600,5,"When writing notes in his code, such as explaining the logic for a Cricket score calculation, how should a programmer start a single-line comment in C++?","[""#"", ""//"", ""/*"", ""!""]",//,2026-01-05T14:17:00.705874+00:00
53311,Technology & Computing,c++,easy,10,600,6,What symbol is mandatory to mark the end of almost every statement (like a variable declaration or assignment) in C++?,"["":"", "","", "";"", "".""]",;,2026-01-05T14:17:00.705874+00:00
53311,Technology & Computing,c++,easy,10,600,7,C++ treats `Variable` and `variable` as two different names. This property of the language means C++ is:,"[""Platform independent"", ""Object-oriented"", ""Case Sensitive"", ""Low Level""]",Case Sensitive,2026-01-05T14:17:00.705874+00:00
53311,Technology & Computing,c++,easy,10,600,8,What is the correct way to declare an integer variable named `aadhar_number` and assign it the value 1234 in C++?,"[""int aadhar_number = 1234"", ""integer aadhar_number = 1234"", ""aadhar_number := 1234"", ""int 1234""]",int aadhar_number = 1234,2026-01-05T14:17:00.705874+00:00
53311,Technology & Computing,c++,easy,10,600,9,"Before a C++ source file (e.g., `program.cpp`) can be executed, it must be translated into machine code. What is this necessary step called?","[""Linking"", ""Execution"", ""Debugging"", ""Compilation""]",Compilation,2026-01-05T14:17:00.705874+00:00
53311,Technology & Computing,c++,easy,10,600,10,"In C++, the `void` keyword is often used to specify that a function, such as one designed to just print a menu for an IRCTC booking system, does not return any specific value. What does 'void' signify?","[""Returns a character"", ""Returns a float value"", ""Returns an integer"", ""Returns no value""]",Returns no value,2026-01-05T14:17:00.705874+00:00
